	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
OG0040208												genemark-SEQ_1464554-processed-gene-0.2-mRNA-1	
OG0040209												maker-SEQ_1464144-augustus-gene-0.4-mRNA-1	
OG0040210												augustus_masked-SEQ_1464863-processed-gene-0.2-mRNA-1	
OG0040211												genemark-SEQ_1465212-processed-gene-0.0-mRNA-1	
OG0040212												genemark-SEQ_1464907-processed-gene-0.0-mRNA-1	
OG0040213												augustus_masked-SEQ_1464610-processed-gene-0.1-mRNA-1	
OG0040214												genemark-SEQ_1464770-processed-gene-0.1-mRNA-1	
OG0040215												maker-SEQ_1465394-augustus-gene-0.2-mRNA-1	
OG0040216												genemark-SEQ_1465213-processed-gene-0.0-mRNA-1	
OG0040217												genemark-SEQ_1465737-processed-gene-0.0-mRNA-1	
OG0040218												augustus_masked-SEQ_1465695-processed-gene-0.2-mRNA-1	
OG0040219												genemark-SEQ_1466368-processed-gene-0.1-mRNA-1	
OG0040220												augustus_masked-SEQ_1466523-processed-gene-0.2-mRNA-1	
OG0040221												maker-SEQ_1466962-augustus-gene-0.4-mRNA-1	
OG0040222												augustus_masked-SEQ_1466714-processed-gene-0.1-mRNA-1	
OG0040223												genemark-SEQ_1467527-processed-gene-0.0-mRNA-1	
OG0040224												genemark-SEQ_1467767-processed-gene-0.0-mRNA-1	
OG0040225												genemark-SEQ_1467142-processed-gene-0.0-mRNA-1	
OG0040226												genemark-SEQ_1468755-processed-gene-0.2-mRNA-1	
OG0040227												maker-SEQ_1468670-augustus-gene-0.2-mRNA-1	
OG0040228												genemark-SEQ_1467999-processed-gene-0.0-mRNA-1	
OG0040229												maker-SEQ_1468255-augustus-gene-0.2-mRNA-1	
OG0040230												genemark-SEQ_1468129-processed-gene-0.0-mRNA-1	
OG0040231												augustus_masked-SEQ_1468266-processed-gene-0.1-mRNA-1	
OG0040232												augustus_masked-SEQ_1468028-processed-gene-0.1-mRNA-1	
OG0040233												augustus_masked-SEQ_1469479-processed-gene-0.3-mRNA-1	
OG0040234												genemark-SEQ_1469411-processed-gene-0.1-mRNA-1	
OG0040235												genemark-SEQ_1469780-processed-gene-0.2-mRNA-1	
OG0040236												genemark-SEQ_1470045-processed-gene-0.0-mRNA-1	
OG0040237												genemark-SEQ_1471241-processed-gene-0.1-mRNA-1	
OG0040238												genemark-SEQ_1471038-processed-gene-0.2-mRNA-1	
OG0040239												genemark-SEQ_1470731-processed-gene-0.2-mRNA-1	
OG0040240												genemark-SEQ_1470836-processed-gene-0.1-mRNA-1	
OG0040241												maker-SEQ_1472108-augustus-gene-0.5-mRNA-1	
OG0040242												maker-SEQ_1472973-augustus-gene-0.2-mRNA-1	
OG0040243												maker-SEQ_1472148-augustus-gene-0.7-mRNA-1	
OG0040244												genemark-SEQ_1473094-processed-gene-0.0-mRNA-1	
OG0040245												maker-SEQ_1473277-augustus-gene-0.6-mRNA-1	
OG0040246												maker-SEQ_1474181-augustus-gene-0.2-mRNA-1	
OG0040247												genemark-SEQ_1474086-processed-gene-0.0-mRNA-1	
OG0040248												genemark-SEQ_1474297-processed-gene-0.1-mRNA-1	
OG0040249												genemark-SEQ_1474623-processed-gene-0.0-mRNA-1	
OG0040250												augustus_masked-SEQ_1474365-processed-gene-0.2-mRNA-1	
OG0040251												genemark-SEQ_1475470-processed-gene-0.0-mRNA-1	
OG0040252												augustus_masked-SEQ_1476269-processed-gene-0.1-mRNA-1	
OG0040253												augustus_masked-SEQ_1475599-processed-gene-0.3-mRNA-1	
OG0040254												maker-SEQ_1475544-augustus-gene-0.2-mRNA-1	
OG0040255												augustus_masked-SEQ_1476292-processed-gene-0.4-mRNA-1	
OG0040256												genemark-SEQ_1476125-processed-gene-0.0-mRNA-1	
OG0040257												maker-SEQ_1476672-augustus-gene-0.4-mRNA-1	
OG0040258												genemark-SEQ_1476835-processed-gene-0.2-mRNA-1	
OG0040259												genemark-SEQ_1477065-processed-gene-0.0-mRNA-1	
OG0040260												augustus_masked-SEQ_1476739-processed-gene-0.1-mRNA-1	
OG0040261												maker-SEQ_1476845-augustus-gene-0.4-mRNA-1	
OG0040262												genemark-SEQ_1476685-processed-gene-0.0-mRNA-1	
OG0040263												genemark-SEQ_1477475-processed-gene-0.1-mRNA-1	
OG0040264												maker-SEQ_1477306-augustus-gene-0.3-mRNA-1	
OG0040265												maker-SEQ_1477561-augustus-gene-0.3-mRNA-1	
OG0040266												maker-SEQ_1477561-augustus-gene-0.5-mRNA-1	
OG0040267												genemark-SEQ_1478669-processed-gene-0.0-mRNA-1	
OG0040268												genemark-SEQ_1478125-processed-gene-0.0-mRNA-1	
OG0040269												maker-SEQ_1478476-augustus-gene-0.2-mRNA-1	
OG0040270												genemark-SEQ_1478698-processed-gene-0.0-mRNA-1	
OG0040271												genemark-SEQ_1479502-processed-gene-0.0-mRNA-1	
OG0040272												maker-SEQ_1479224-augustus-gene-0.3-mRNA-1	
OG0040273												maker-SEQ_1479227-augustus-gene-0.1-mRNA-1	
OG0040274												genemark-SEQ_1479410-processed-gene-0.0-mRNA-1	
OG0040275												genemark-SEQ_1479658-processed-gene-0.0-mRNA-1	
OG0040276												genemark-SEQ_1480464-processed-gene-0.0-mRNA-1	
OG0040277												augustus_masked-SEQ_1480031-processed-gene-0.2-mRNA-1	
OG0040278												genemark-SEQ_1480044-processed-gene-0.0-mRNA-1	
OG0040279												augustus_masked-SEQ_1481362-processed-gene-0.1-mRNA-1	
OG0040280												genemark-SEQ_1480610-processed-gene-0.0-mRNA-1	
OG0040281												genemark-SEQ_1481313-processed-gene-0.1-mRNA-1	
OG0040282												genemark-SEQ_1481133-processed-gene-0.0-mRNA-1	
OG0040283												genemark-SEQ_1481156-processed-gene-0.6-mRNA-1	
OG0040284												genemark-SEQ_1481130-processed-gene-0.1-mRNA-1	
OG0040285												augustus_masked-SEQ_1482217-processed-gene-0.3-mRNA-1	
OG0040286												genemark-SEQ_1482039-processed-gene-0.0-mRNA-1	
OG0040287												augustus_masked-SEQ_1483006-processed-gene-0.1-mRNA-1	
OG0040288												maker-SEQ_1482977-augustus-gene-0.6-mRNA-1	
OG0040289												maker-SEQ_1482423-augustus-gene-0.3-mRNA-1	
OG0040290												genemark-SEQ_1482636-processed-gene-0.0-mRNA-1	
OG0040291												augustus_masked-SEQ_1483871-processed-gene-0.6-mRNA-1	
OG0040292												genemark-SEQ_1483173-processed-gene-0.0-mRNA-1	
OG0040293												augustus_masked-SEQ_1483597-processed-gene-0.1-mRNA-1	
OG0040294												genemark-SEQ_1483923-processed-gene-0.0-mRNA-1	
OG0040295												maker-SEQ_1484066-augustus-gene-0.2-mRNA-1	
OG0040296												genemark-SEQ_1484927-processed-gene-0.0-mRNA-1	
OG0040297												genemark-SEQ_1485443-processed-gene-0.0-mRNA-1	
OG0040298												augustus_masked-SEQ_1484997-processed-gene-0.1-mRNA-1	
OG0040299												genemark-SEQ_1485556-processed-gene-0.1-mRNA-1	
OG0040300												genemark-SEQ_1486393-processed-gene-0.3-mRNA-1	
OG0040301												genemark-SEQ_1485752-processed-gene-0.1-mRNA-1	
OG0040302												genemark-SEQ_1485816-processed-gene-0.0-mRNA-1	
OG0040303												genemark-SEQ_1485889-processed-gene-0.0-mRNA-1	
OG0040304												genemark-SEQ_1486714-processed-gene-0.0-mRNA-1	
OG0040305												genemark-SEQ_1487461-processed-gene-0.1-mRNA-1	
OG0040306												maker-SEQ_1487621-augustus-gene-0.2-mRNA-1	
OG0040307												genemark-SEQ_1488590-processed-gene-0.2-mRNA-1	
OG0040308												maker-SEQ_1488335-augustus-gene-0.2-mRNA-1	
OG0040309												genemark-SEQ_1488223-processed-gene-0.1-mRNA-1	
OG0040310												genemark-SEQ_1489235-processed-gene-0.0-mRNA-1	
OG0040311												genemark-SEQ_1490550-processed-gene-0.0-mRNA-1	
OG0040312												maker-SEQ_1490458-augustus-gene-0.7-mRNA-1	
OG0040313												genemark-SEQ_1490654-processed-gene-0.0-mRNA-1	
OG0040314												genemark-SEQ_1491282-processed-gene-0.1-mRNA-1	
OG0040315												maker-SEQ_1491285-augustus-gene-0.3-mRNA-1	
OG0040316												genemark-SEQ_1492021-processed-gene-0.0-mRNA-1	
OG0040317												genemark-SEQ_1491487-processed-gene-0.0-mRNA-1	
OG0040318												genemark-SEQ_1492082-processed-gene-0.1-mRNA-1	
OG0040319												maker-SEQ_1491505-augustus-gene-0.6-mRNA-1	
OG0040320												maker-SEQ_1491505-augustus-gene-0.7-mRNA-1	
OG0040321												genemark-SEQ_1491871-processed-gene-0.3-mRNA-1	
OG0040322												maker-SEQ_1492896-augustus-gene-0.1-mRNA-1	
OG0040323												genemark-SEQ_1492907-processed-gene-0.0-mRNA-1	
OG0040324												genemark-SEQ_1492643-processed-gene-0.3-mRNA-1	
OG0040325												genemark-SEQ_1493534-processed-gene-0.1-mRNA-1	
OG0040326												maker-SEQ_1493594-augustus-gene-0.6-mRNA-1	
OG0040327												genemark-SEQ_1495164-processed-gene-0.0-mRNA-1	
OG0040328												genemark-SEQ_1495242-processed-gene-0.0-mRNA-1	
OG0040329												maker-SEQ_1495431-augustus-gene-0.5-mRNA-1	
OG0040330												genemark-SEQ_1495434-processed-gene-0.0-mRNA-1	
OG0040331												genemark-SEQ_1495653-processed-gene-0.1-mRNA-1	
OG0040332												genemark-SEQ_1495277-processed-gene-0.1-mRNA-1	
OG0040333												augustus_masked-SEQ_1495383-processed-gene-0.2-mRNA-1	
OG0040334												genemark-SEQ_1495243-processed-gene-0.0-mRNA-1	
OG0040335												genemark-SEQ_1496094-processed-gene-0.1-mRNA-1	
OG0040336												genemark-SEQ_1496235-processed-gene-0.0-mRNA-1	
OG0040337												genemark-SEQ_1496039-processed-gene-0.0-mRNA-1	
OG0040338												maker-SEQ_1496137-augustus-gene-0.3-mRNA-1	
OG0040339												maker-SEQ_1496137-augustus-gene-0.4-mRNA-1	
OG0040340												genemark-SEQ_1497303-processed-gene-0.0-mRNA-1	
OG0040341												maker-SEQ_1496985-augustus-gene-0.2-mRNA-1	
OG0040342												maker-SEQ_1497103-augustus-gene-0.4-mRNA-1	
OG0040343												genemark-SEQ_1496727-processed-gene-0.1-mRNA-1	
OG0040344												augustus_masked-SEQ_1497650-processed-gene-0.1-mRNA-1	
OG0040345												augustus_masked-SEQ_1497838-processed-gene-0.2-mRNA-1	
OG0040346												maker-SEQ_1498489-augustus-gene-0.6-mRNA-1	
OG0040347												genemark-SEQ_1498303-processed-gene-0.0-mRNA-1	
OG0040348												maker-SEQ_1498292-augustus-gene-0.2-mRNA-1	
OG0040349												genemark-SEQ_1499624-processed-gene-0.2-mRNA-1	
OG0040350												genemark-SEQ_1499841-processed-gene-0.0-mRNA-1	
OG0040351												maker-SEQ_1499035-augustus-gene-0.2-mRNA-1	
OG0040352												genemark-SEQ_1499419-processed-gene-0.1-mRNA-1	
OG0040353												maker-SEQ_1500340-augustus-gene-0.6-mRNA-1	
OG0040354												maker-SEQ_1499925-augustus-gene-0.6-mRNA-1	
OG0040355												maker-SEQ_1499955-augustus-gene-0.5-mRNA-1	
OG0040356												genemark-SEQ_1499891-processed-gene-0.0-mRNA-1	
OG0040357												genemark-SEQ_1499906-processed-gene-0.0-mRNA-1	
OG0040358												genemark-SEQ_1500395-processed-gene-0.0-mRNA-1	
OG0040359												genemark-SEQ_1501510-processed-gene-0.0-mRNA-1	
OG0040360												maker-SEQ_1502223-augustus-gene-0.3-mRNA-1	
OG0040361												genemark-SEQ_1501657-processed-gene-0.0-mRNA-1	
OG0040362												maker-SEQ_1501717-augustus-gene-0.2-mRNA-1	
OG0040363												maker-SEQ_1502433-augustus-gene-0.2-mRNA-1	
OG0040364												genemark-SEQ_1502658-processed-gene-0.1-mRNA-1	
OG0040365												maker-SEQ_1502810-augustus-gene-0.1-mRNA-1	
OG0040366												genemark-SEQ_1503591-processed-gene-0.0-mRNA-1	
OG0040367												genemark-SEQ_1503519-processed-gene-0.0-mRNA-1	
OG0040368												genemark-SEQ_1504483-processed-gene-0.0-mRNA-1	
OG0040369												genemark-SEQ_1504352-processed-gene-0.0-mRNA-1	
OG0040370												genemark-SEQ_1504331-processed-gene-0.0-mRNA-1	
OG0040371												maker-SEQ_1506008-augustus-gene-0.6-mRNA-1	
OG0040372												genemark-SEQ_1506539-processed-gene-0.1-mRNA-1	
OG0040373												maker-SEQ_1506069-augustus-gene-0.8-mRNA-1	
OG0040374												maker-SEQ_1506640-augustus-gene-0.4-mRNA-1	
OG0040375												genemark-SEQ_1506783-processed-gene-0.0-mRNA-1	
OG0040376												maker-SEQ_1506650-augustus-gene-0.2-mRNA-1	
OG0040377												genemark-SEQ_1506807-processed-gene-0.2-mRNA-1	
OG0040378												genemark-SEQ_1506986-processed-gene-0.0-mRNA-1	
OG0040379												genemark-SEQ_1506739-processed-gene-0.1-mRNA-1	
OG0040380												genemark-SEQ_1507399-processed-gene-0.0-mRNA-1	
OG0040381												genemark-SEQ_1507457-processed-gene-0.0-mRNA-1	
OG0040382												augustus_masked-SEQ_1508243-processed-gene-0.3-mRNA-1	
OG0040383												genemark-SEQ_1508462-processed-gene-0.0-mRNA-1	
OG0040384												augustus_masked-SEQ_1508601-processed-gene-0.3-mRNA-1	
OG0040385												genemark-SEQ_1508847-processed-gene-0.0-mRNA-1	
OG0040386												genemark-SEQ_1509475-processed-gene-0.0-mRNA-1	
OG0040387												genemark-SEQ_1510214-processed-gene-0.0-mRNA-1	
OG0040388												maker-SEQ_1510414-augustus-gene-0.5-mRNA-1	
OG0040389												genemark-SEQ_1510111-processed-gene-0.1-mRNA-1	
OG0040390												genemark-SEQ_1510691-processed-gene-0.0-mRNA-1	
OG0040391												genemark-SEQ_1511582-processed-gene-0.0-mRNA-1	
OG0040392												genemark-SEQ_1511463-processed-gene-0.0-mRNA-1	
OG0040393												maker-SEQ_1511822-augustus-gene-0.2-mRNA-1	
OG0040394												genemark-SEQ_1511725-processed-gene-0.0-mRNA-1	
OG0040395												augustus_masked-SEQ_1512460-processed-gene-0.4-mRNA-1	
OG0040396												genemark-SEQ_1511976-processed-gene-0.0-mRNA-1	
OG0040397												genemark-SEQ_1513036-processed-gene-0.3-mRNA-1	
OG0040398												genemark-SEQ_1512542-processed-gene-0.3-mRNA-1	
OG0040399												maker-SEQ_1512887-augustus-gene-0.2-mRNA-1	
OG0040400												maker-SEQ_1512762-augustus-gene-0.4-mRNA-1	
OG0040401												genemark-SEQ_1513300-processed-gene-0.3-mRNA-1	
OG0040402												genemark-SEQ_1513124-processed-gene-0.0-mRNA-1	
OG0040403												maker-SEQ_1512655-augustus-gene-0.4-mRNA-1	
OG0040404												maker-SEQ_1512645-augustus-gene-0.2-mRNA-1	
OG0040405												genemark-SEQ_1513754-processed-gene-0.0-mRNA-1	
OG0040406												maker-SEQ_1513743-augustus-gene-0.2-mRNA-1	
OG0040407												genemark-SEQ_1513631-processed-gene-0.0-mRNA-1	
OG0040408												maker-SEQ_1513903-augustus-gene-0.2-mRNA-1	
OG0040409												augustus_masked-SEQ_1514703-processed-gene-0.1-mRNA-1	
OG0040410												genemark-SEQ_1514257-processed-gene-0.1-mRNA-1	
OG0040411												genemark-SEQ_1514815-processed-gene-0.1-mRNA-1	
OG0040412												genemark-SEQ_1515235-processed-gene-0.0-mRNA-1	
OG0040413												augustus_masked-SEQ_1515757-processed-gene-0.3-mRNA-1	
OG0040414												augustus_masked-SEQ_1515014-processed-gene-0.3-mRNA-1	
OG0040415												genemark-SEQ_1515670-processed-gene-0.0-mRNA-1	
OG0040416												genemark-SEQ_1516271-processed-gene-0.0-mRNA-1	
OG0040417												genemark-SEQ_1516493-processed-gene-0.0-mRNA-1	
OG0040418												maker-SEQ_1516382-augustus-gene-0.4-mRNA-1	
OG0040419												genemark-SEQ_1515935-processed-gene-0.0-mRNA-1	
OG0040420												maker-SEQ_1516058-augustus-gene-0.5-mRNA-1	
OG0040421												maker-SEQ_1516192-augustus-gene-0.3-mRNA-1	
OG0040422												genemark-SEQ_1516043-processed-gene-0.1-mRNA-1	
OG0040423												augustus_masked-SEQ_1516074-processed-gene-0.5-mRNA-1	
OG0040424												maker-SEQ_1516822-augustus-gene-0.2-mRNA-1	
OG0040425												maker-SEQ_1516986-augustus-gene-0.6-mRNA-1	
OG0040426												maker-SEQ_1517491-augustus-gene-0.5-mRNA-1	
OG0040427												genemark-SEQ_1517434-processed-gene-0.3-mRNA-1	
OG0040428												maker-SEQ_1517380-augustus-gene-0.6-mRNA-1	
OG0040429												augustus_masked-SEQ_1517564-processed-gene-0.7-mRNA-1	
OG0040430												genemark-SEQ_1518239-processed-gene-0.0-mRNA-1	
OG0040431												genemark-SEQ_1518548-processed-gene-0.4-mRNA-1	
OG0040432												maker-SEQ_1518748-augustus-gene-0.2-mRNA-1	
OG0040433												genemark-SEQ_1518625-processed-gene-0.0-mRNA-1	
OG0040434												augustus_masked-SEQ_1518450-processed-gene-0.2-mRNA-1	
OG0040435												genemark-SEQ_1519642-processed-gene-0.2-mRNA-1	
OG0040436												maker-SEQ_1520509-augustus-gene-0.2-mRNA-1	
OG0040437												genemark-SEQ_1520378-processed-gene-0.0-mRNA-1	
OG0040438												maker-SEQ_1520365-augustus-gene-0.3-mRNA-1	
OG0040439												maker-SEQ_1520473-augustus-gene-0.3-mRNA-1	
OG0040440												augustus_masked-SEQ_1520760-processed-gene-0.1-mRNA-1	
OG0040441												maker-SEQ_1520699-augustus-gene-0.10-mRNA-1	
OG0040442												genemark-SEQ_1520429-processed-gene-0.5-mRNA-1	
OG0040443												maker-SEQ_1520829-augustus-gene-0.4-mRNA-1	
OG0040444												maker-SEQ_1520666-augustus-gene-0.4-mRNA-1	
OG0040445												maker-SEQ_1520795-augustus-gene-0.5-mRNA-1	
OG0040446												maker-SEQ_1521509-augustus-gene-0.11-mRNA-1	
OG0040447												genemark-SEQ_1521549-processed-gene-0.1-mRNA-1	
OG0040448												maker-SEQ_1520872-augustus-gene-0.4-mRNA-1	
OG0040449												augustus_masked-SEQ_1521574-processed-gene-0.4-mRNA-1	
OG0040450												maker-SEQ_1522053-augustus-gene-0.4-mRNA-1	
OG0040451												genemark-SEQ_1521829-processed-gene-0.3-mRNA-1	
OG0040452												augustus_masked-SEQ_1521950-processed-gene-0.6-mRNA-1	
OG0040453												maker-SEQ_1521873-augustus-gene-0.7-mRNA-1	
OG0040454												maker-SEQ_1522241-augustus-gene-0.2-mRNA-1	
OG0040455												genemark-SEQ_1522840-processed-gene-0.0-mRNA-1	
OG0040456												genemark-SEQ_1522629-processed-gene-0.1-mRNA-1	
OG0040457												maker-SEQ_1523051-augustus-gene-0.8-mRNA-1	
OG0040458												maker-SEQ_1523987-augustus-gene-0.3-mRNA-1	
OG0040459												maker-SEQ_1523962-augustus-gene-0.3-mRNA-1	
OG0040460												genemark-SEQ_1523449-processed-gene-0.2-mRNA-1	
OG0040461												genemark-SEQ_1523945-processed-gene-0.0-mRNA-1	
OG0040462												genemark-SEQ_1523810-processed-gene-0.0-mRNA-1	
OG0040463												maker-SEQ_1523627-augustus-gene-0.6-mRNA-1	
OG0040464												augustus_masked-SEQ_1523414-processed-gene-0.5-mRNA-1	
OG0040465												genemark-SEQ_1524838-processed-gene-0.0-mRNA-1	
OG0040466												maker-SEQ_1525013-augustus-gene-0.7-mRNA-1	
OG0040467												augustus_masked-SEQ_1524873-processed-gene-0.3-mRNA-1	
OG0040468												genemark-SEQ_1525037-processed-gene-0.0-mRNA-1	
OG0040469												genemark-SEQ_1524966-processed-gene-0.0-mRNA-1	
OG0040470												genemark-SEQ_1524468-processed-gene-0.0-mRNA-1	
OG0040471												maker-SEQ_1524799-augustus-gene-0.2-mRNA-1	
OG0040472												genemark-SEQ_1524239-processed-gene-0.4-mRNA-1	
OG0040473												genemark-SEQ_1524659-processed-gene-0.2-mRNA-1	
OG0040474												maker-SEQ_1524545-augustus-gene-0.5-mRNA-1	
OG0040475												genemark-SEQ_1524309-processed-gene-0.2-mRNA-1	
OG0040476												genemark-SEQ_1525321-processed-gene-0.1-mRNA-1	
OG0040477												genemark-SEQ_1525123-processed-gene-0.0-mRNA-1	
OG0040478												augustus_masked-SEQ_1525123-processed-gene-0.2-mRNA-1	
OG0040479												genemark-SEQ_1525209-processed-gene-0.0-mRNA-1	
OG0040480												augustus_masked-SEQ_1525412-processed-gene-0.5-mRNA-1	
OG0040481												maker-SEQ_1525570-augustus-gene-0.2-mRNA-1	
OG0040482												maker-SEQ_1525454-augustus-gene-0.2-mRNA-1	
OG0040483												genemark-SEQ_1525852-processed-gene-0.2-mRNA-1	
OG0040484												genemark-SEQ_1525445-processed-gene-0.0-mRNA-1	
OG0040485												genemark-SEQ_1525576-processed-gene-0.0-mRNA-1	
OG0040486												genemark-SEQ_1525464-processed-gene-0.0-mRNA-1	
OG0040487												augustus_masked-SEQ_1525509-processed-gene-0.1-mRNA-1	
OG0040488												maker-SEQ_1525789-augustus-gene-0.4-mRNA-1	
OG0040489												maker-SEQ_1525771-augustus-gene-0.2-mRNA-1	
OG0040490												augustus_masked-SEQ_1525333-processed-gene-0.1-mRNA-1	
OG0040491												augustus_masked-SEQ_1525467-processed-gene-0.2-mRNA-1	
OG0040492												genemark-SEQ_1526131-processed-gene-0.0-mRNA-1	
OG0040493												augustus_masked-SEQ_1525978-processed-gene-0.2-mRNA-1	
OG0040494												genemark-SEQ_1526487-processed-gene-0.1-mRNA-1	
OG0040495												genemark-SEQ_1526493-processed-gene-0.0-mRNA-1	
OG0040496												augustus_masked-SEQ_1526485-processed-gene-0.4-mRNA-1	
OG0040497												augustus_masked-SEQ_1526492-processed-gene-0.1-mRNA-1	
OG0040498												genemark-SEQ_1527143-processed-gene-0.0-mRNA-1	
OG0040499												genemark-SEQ_1527372-processed-gene-0.2-mRNA-1	
OG0040500												maker-SEQ_1526751-augustus-gene-0.9-mRNA-1	
OG0040501												genemark-SEQ_1527302-processed-gene-0.1-mRNA-1	
OG0040502												genemark-SEQ_1527567-processed-gene-0.1-mRNA-1	
OG0040503												genemark-SEQ_1527547-processed-gene-0.4-mRNA-1	
OG0040504												maker-SEQ_1527730-augustus-gene-0.2-mRNA-1	
OG0040505												maker-SEQ_1528121-augustus-gene-0.5-mRNA-1	
OG0040506												genemark-SEQ_1528316-processed-gene-0.1-mRNA-1	
OG0040507												genemark-SEQ_1528229-processed-gene-0.2-mRNA-1	
OG0040508												genemark-SEQ_1528073-processed-gene-0.2-mRNA-1	
OG0040509												maker-SEQ_1527966-augustus-gene-0.5-mRNA-1	
OG0040510												genemark-SEQ_1527812-processed-gene-0.2-mRNA-1	
OG0040511												augustus_masked-SEQ_1528885-processed-gene-0.2-mRNA-1	
OG0040512												genemark-SEQ_1528972-processed-gene-0.0-mRNA-1	
OG0040513												maker-SEQ_1528815-augustus-gene-0.4-mRNA-1	
OG0040514												genemark-SEQ_1528498-processed-gene-0.5-mRNA-1	
OG0040515												genemark-SEQ_1528865-processed-gene-0.1-mRNA-1	
OG0040516												augustus_masked-SEQ_1528891-processed-gene-0.4-mRNA-1	
OG0040517												genemark-SEQ_1528521-processed-gene-0.2-mRNA-1	
OG0040518												genemark-SEQ_1529222-processed-gene-0.1-mRNA-1	
OG0040519												genemark-SEQ_1529884-processed-gene-0.2-mRNA-1	
OG0040520												genemark-SEQ_1529721-processed-gene-0.1-mRNA-1	
OG0040521												augustus_masked-SEQ_1529477-processed-gene-0.3-mRNA-1	
OG0040522												maker-SEQ_1529589-augustus-gene-0.4-mRNA-1	
OG0040523												maker-SEQ_1529702-augustus-gene-0.5-mRNA-1	
OG0040524												genemark-SEQ_1529634-processed-gene-0.1-mRNA-1	
OG0040525												genemark-SEQ_1529311-processed-gene-0.5-mRNA-1	
OG0040526												maker-SEQ_1529599-augustus-gene-0.8-mRNA-1	
OG0040527												maker-SEQ_1529570-augustus-gene-0.5-mRNA-1	
OG0040528												maker-SEQ_1529625-augustus-gene-0.7-mRNA-1	
OG0040529												genemark-SEQ_1530287-processed-gene-0.3-mRNA-1	
OG0040530												genemark-SEQ_1530605-processed-gene-0.3-mRNA-1	
OG0040531												genemark-SEQ_1530113-processed-gene-0.1-mRNA-1	
OG0040532												maker-SEQ_1530631-augustus-gene-0.2-mRNA-1	
OG0040533												augustus_masked-SEQ_1530700-processed-gene-0.1-mRNA-1	
OG0040534												genemark-SEQ_1530525-processed-gene-0.2-mRNA-1	
OG0040535												augustus_masked-SEQ_1530310-processed-gene-0.2-mRNA-1	
OG0040536												maker-SEQ_1531512-augustus-gene-0.7-mRNA-1	
OG0040537												genemark-SEQ_1531308-processed-gene-0.0-mRNA-1	
OG0040538												maker-SEQ_1531364-augustus-gene-0.6-mRNA-1	
OG0040539												genemark-SEQ_1531574-processed-gene-0.1-mRNA-1	
OG0040540												maker-SEQ_1531270-augustus-gene-0.5-mRNA-1	
OG0040541												genemark-SEQ_1530999-processed-gene-0.0-mRNA-1	
OG0040542												maker-SEQ_1530952-augustus-gene-0.2-mRNA-1	
OG0040543												genemark-SEQ_1531727-processed-gene-0.1-mRNA-1	
OG0040544												genemark-SEQ_1531642-processed-gene-0.1-mRNA-1	
OG0040545												maker-SEQ_1531219-augustus-gene-0.7-mRNA-1	
OG0040546												genemark-SEQ_1531424-processed-gene-0.1-mRNA-1	
OG0040547												maker-SEQ_1532222-augustus-gene-0.3-mRNA-1	
OG0040548												augustus_masked-SEQ_1531809-processed-gene-0.1-mRNA-1	
OG0040549												augustus_masked-SEQ_1532559-processed-gene-0.9-mRNA-1	
OG0040550												genemark-SEQ_1531861-processed-gene-0.1-mRNA-1	
OG0040551												maker-SEQ_1531977-augustus-gene-0.5-mRNA-1	
OG0040552												genemark-SEQ_1532044-processed-gene-0.1-mRNA-1	
OG0040553												maker-SEQ_1531982-augustus-gene-0.2-mRNA-1	
OG0040554												maker-SEQ_1532506-augustus-gene-0.5-mRNA-1	
OG0040555												genemark-SEQ_1532380-processed-gene-0.3-mRNA-1	
OG0040556												maker-SEQ_1532596-augustus-gene-0.4-mRNA-1	
OG0040557												maker-SEQ_1532635-augustus-gene-0.6-mRNA-1	
OG0040558												genemark-SEQ_1532671-processed-gene-0.0-mRNA-1	
OG0040559												maker-SEQ_1533449-augustus-gene-0.7-mRNA-1	
OG0040560												genemark-SEQ_1533455-processed-gene-0.0-mRNA-1	
OG0040561												augustus_masked-SEQ_1533635-processed-gene-0.1-mRNA-1	
OG0040562												maker-SEQ_1533850-augustus-gene-0.5-mRNA-1	
OG0040563												augustus_masked-SEQ_1533990-processed-gene-0.8-mRNA-1	
OG0040564												genemark-SEQ_1533986-processed-gene-0.2-mRNA-1	
OG0040565												maker-SEQ_1533948-augustus-gene-0.6-mRNA-1	
OG0040566												genemark-SEQ_1534294-processed-gene-0.0-mRNA-1	
OG0040567												maker-SEQ_1534209-augustus-gene-0.6-mRNA-1	
OG0040568												genemark-SEQ_1533778-processed-gene-0.2-mRNA-1	
OG0040569												augustus_masked-SEQ_1533893-processed-gene-0.16-mRNA-1	
OG0040570												augustus_masked-SEQ_1533750-processed-gene-0.1-mRNA-1	
OG0040571												genemark-SEQ_1533625-processed-gene-0.0-mRNA-1	
OG0040572												augustus_masked-SEQ_1533908-processed-gene-0.4-mRNA-1	
OG0040573													genemark-SEQ_150214-processed-gene-0.0-mRNA-1
OG0040574													genemark-SEQ_87025-processed-gene-0.0-mRNA-1
OG0040575													genemark-SEQ_375450-processed-gene-0.1-mRNA-1
OG0040576													maker-SEQ_337713-augustus-gene-0.2-mRNA-1
OG0040577													genemark-SEQ_805512-processed-gene-0.0-mRNA-1
OG0040578													maker-SEQ_797145-augustus-gene-0.1-mRNA-1
OG0040579													augustus_masked-SEQ_650750-processed-gene-0.0-mRNA-1
