# BUSCO version is: 2.0 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /usr/local/igbb/busco_v2/BUSCO.py -i /scratch/thrash/shane.gossypiumD//analysis/assemble/D10-7/D10-7.k115.filtered.fa -o D10-7.k115 -l /scratch/thrash/shane.gossypiumD//analysis/annotation/busco/db/embryophyta_odb9/ -m genome -c 20 --long -t tmp_D10-7.k115 -sp arabidopsis
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09360KAB	Fragmented	SEQ_622294	1715	6106	315.4	176
EOG09360KB8	Complete	SEQ_622624	11586	19491	286.3	222
EOG09360KBD	Complete	SEQ_618585	20174	26079	369.6	228
EOG09360KBS	Complete	SEQ_595528	1157	4271	460.6	284
EOG09360KCW	Complete	SEQ_611955	8370	9911	385.1	280
EOG09360KEM	Complete	SEQ_600299	9435	13161	197.2	182
EOG09360KES	Complete	SEQ_608694	8394	13971	368.1	215
EOG09360KF8	Complete	SEQ_608405	8266	10012	456.9	249
EOG09360KFU	Fragmented	SEQ_617421	33435	41772	247.2	186
EOG09360KG8	Complete	SEQ_617041	75756	78068	431.9	241
EOG09360KGN	Duplicated	SEQ_604828	8066	9992	530.4	257
EOG09360KGN	Duplicated	SEQ_612683	687	3061	505.3	257
EOG09360KH1	Complete	SEQ_598047	6076	7865	308.9	206
EOG09360KHE	Missing
EOG09360KJA	Complete	SEQ_596432	9867	15681	397.2	194
EOG09360KKY	Complete	SEQ_617220	37964	42156	342.6	200
EOG09360KLG	Complete	SEQ_611801	3566	6496	348.1	185
EOG09360KLO	Complete	SEQ_622955	6138	8351	395.1	212
EOG09360KMC	Complete	SEQ_621239	122034	126660	510.9	270
EOG09360KOT	Complete	SEQ_600290	586	5196	306.4	192
EOG09360KOU	Complete	SEQ_610964	18569	21675	353.8	197
EOG09360KOY	Complete	SEQ_609686	47210	51295	361.2	210
EOG09360KPV	Complete	SEQ_616259	2666	6511	368.0	270
EOG09360KQ2	Complete	SEQ_619164	71274	72257	299.6	197
EOG09360KRQ	Complete	SEQ_618175	83542	88139	347.8	221
EOG09360KTE	Complete	SEQ_610530	77631	80577	352.1	204
EOG09360KUC	Complete	SEQ_613014	896	6531	296.6	210
EOG09360KV4	Complete	SEQ_622255	46035	49670	286.8	164
EOG09360KVM	Complete	SEQ_620714	21235	28647	441.7	243
EOG09360KZ4	Complete	SEQ_595943	44791	46974	311.4	196
EOG09360KZ9	Complete	SEQ_621003	15286	25393	391.9	188
EOG09360L09	Complete	SEQ_580096	1109	3571	325.3	186
EOG09360L1R	Complete	SEQ_589035	30807	36222	368.7	226
EOG09360L3B	Complete	SEQ_608070	30203	33044	377.8	209
EOG09360L3E	Duplicated	SEQ_612055	2186	4100	190.8	112
EOG09360L3E	Duplicated	SEQ_614231	7790	10041	201.3	111
EOG09360L3V	Missing
EOG09360L5N	Complete	SEQ_614650	21887	26313	292.4	225
EOG09360L5O	Complete	SEQ_617400	158337	164370	457.8	318
EOG09360L6F	Complete	SEQ_620605	27689	31624	381.8	212
EOG09360L6S	Complete	SEQ_570190	1	1191	264.8	139
EOG09360L7I	Complete	SEQ_607865	21363	27014	264.9	209
EOG09360L9K	Complete	SEQ_619381	13	5601	380.0	213
EOG09360LA3	Complete	SEQ_614961	35392	37144	389.8	238
EOG09360LAA	Complete	SEQ_607242	57947	62645	429.6	238
EOG09360LCF	Complete	SEQ_619760	11876	19091	336.2	177
EOG09360LCK	Complete	SEQ_606816	113597	118068	254.3	219
EOG09360LDJ	Complete	SEQ_583887	1	1558	255.8	163
EOG09360LE4	Complete	SEQ_586589	16208	18054	289.2	169
EOG09360LF5	Duplicated	SEQ_580197	15512	18220	264.9	196
EOG09360LF5	Duplicated	SEQ_580786	6626	9229	257.4	203
EOG09360LF7	Complete	SEQ_622361	3880	7231	316.8	192
EOG09360LFN	Complete	SEQ_616671	40110	44333	397.0	226
EOG09360LFY	Complete	SEQ_609949	581	2495	276.9	140
EOG09360LG0	Fragmented	SEQ_611262	1344	2177	178.9	93
EOG09360LG2	Complete	SEQ_621749	27713	31633	296.6	199
EOG09360LG4	Complete	SEQ_604784	17256	22885	325.4	228
EOG09360LHO	Fragmented	SEQ_591991	1	4048	164.2	119
EOG09360LHQ	Complete	SEQ_616067	13346	15887	337.2	214
EOG09360LHZ	Complete	SEQ_614819	36412	40716	245.8	175
EOG09360LIN	Complete	SEQ_580078	2831	5511	377.7	228
EOG09360LJ0	Complete	SEQ_620804	15423	26818	317.3	166
EOG09360LJF	Complete	SEQ_607986	30393	33465	359.8	197
EOG09360LJJ	Complete	SEQ_618314	88501	92933	242.0	180
EOG09360LJZ	Complete	SEQ_609022	282	2440	321.4	160
EOG09360LK3	Complete	SEQ_619069	9758	15341	322.1	215
EOG09360LK7	Complete	SEQ_620559	69242	70717	325.2	174
EOG09360LL8	Complete	SEQ_621171	10311	13991	408.5	213
EOG09360LLC	Complete	SEQ_612819	62104	70669	263.9	172
EOG09360LMM	Complete	SEQ_615829	36840	39699	317.8	182
EOG09360LN2	Complete	SEQ_621270	23414	25497	369.1	199
EOG09360LO8	Complete	SEQ_614725	10086	11857	132.6	190
EOG09360LPP	Complete	SEQ_614710	130339	132465	376.0	201
EOG09360LPQ	Complete	SEQ_599534	5244	8541	282.2	162
EOG09360LR9	Complete	SEQ_618441	28520	32508	381.4	193
EOG09360LU3	Complete	SEQ_603142	5115	7031	382.8	194
EOG09360LUG	Missing
EOG09360LVI	Complete	SEQ_581084	20438	27751	299.5	162
EOG09360LVN	Complete	SEQ_612642	70400	74168	293.5	138
EOG09360LWY	Complete	SEQ_618732	9662	11301	290.6	155
EOG09360LX9	Complete	SEQ_578646	67471	74210	329.6	178
EOG09360LYU	Complete	SEQ_588348	18980	24848	312.0	192
EOG09360M1I	Missing
EOG09360M1L	Complete	SEQ_583925	18549	21398	329.2	245
EOG09360M1M	Complete	SEQ_619169	7056	9205	272.6	160
EOG09360M2U	Complete	SEQ_609536	5588	7761	335.9	189
EOG09360M37	Complete	SEQ_622715	26351	29182	331.3	160
EOG09360M3L	Complete	SEQ_578593	7475	9851	241.6	164
EOG09360M5K	Complete	SEQ_580911	7979	10921	376.9	253
EOG09360MCN	Complete	SEQ_607257	48014	51278	241.7	187
EOG09360MCO	Complete	SEQ_619651	6047	9141	232.8	169
EOG09360MCR	Complete	SEQ_614546	10711	17225	168.3	148
EOG09360MCT	Complete	SEQ_622727	22270	43070	160.3	139
EOG09360MDQ	Complete	SEQ_612111	24154	29847	430.5	230
EOG09360MDX	Complete	SEQ_593983	26633	32918	570.9	339
EOG09360MF2	Fragmented	SEQ_581816	1	2471	230.7	135
EOG09360MF6	Missing
EOG09360MGG	Complete	SEQ_585430	19094	24209	365.9	200
EOG09360MIR	Complete	SEQ_616691	6175	10181	347.7	195
EOG09360MJR	Complete	SEQ_600465	286	3510	180.0	149
EOG09360MKH	Complete	SEQ_620169	37492	45825	358.7	180
EOG09360MNW	Duplicated	SEQ_609108	23174	25769	263.4	172
EOG09360MNW	Duplicated	SEQ_609431	21674	27012	282.4	172
EOG09360MO9	Complete	SEQ_585800	10696	14736	310.3	184
EOG09360MQ0	Duplicated	SEQ_588473	18695	21259	270.2	174
EOG09360MQ0	Duplicated	SEQ_588600	2947	6491	263.0	174
EOG09360MQN	Complete	SEQ_622915	37008	39156	325.1	176
EOG09360MRP	Complete	SEQ_615036	3596	6968	296.5	166
EOG09360MUD	Complete	SEQ_581899	1	1433	236.1	157
EOG09360MWT	Complete	SEQ_601585	1	2496	237.8	195
EOG09360MYG	Complete	SEQ_608034	7687	10411	361.9	188
EOG09360MZ8	Fragmented	SEQ_599067	1584	2664	171.2	91
EOG09360N0I	Complete	SEQ_606321	7236	9955	246.4	144
EOG09360N12	Complete	SEQ_619433	47882	50516	348.1	164
EOG09360N2Y	Complete	SEQ_616895	2786	6215	320.1	200
EOG09360N4L	Complete	SEQ_607796	13652	15944	392.5	203
EOG09360N4U	Complete	SEQ_609344	50853	52083	326.3	187
EOG09360N69	Complete	SEQ_606403	43390	44488	292.6	136
EOG09360N7D	Complete	SEQ_609280	7551	10401	319.0	189
EOG09360N7F	Complete	SEQ_616223	40512	47806	433.8	276
EOG09360NB8	Complete	SEQ_589495	17779	20229	336.1	162
EOG09360NBT	Duplicated	SEQ_602698	903	1601	224.0	165
EOG09360NBT	Duplicated	SEQ_620168	52958	55317	217.6	150
EOG09360NBT	Duplicated	SEQ_622681	81579	91972	217.3	153
EOG09360NC2	Complete	SEQ_615725	7925	10321	383.6	197
EOG09360NEY	Complete	SEQ_607954	15989	18290	277.7	160
EOG09360NF5	Complete	SEQ_615046	11443	13951	330.1	175
EOG09360NFA	Duplicated	SEQ_615040	124703	127902	262.9	161
EOG09360NFA	Duplicated	SEQ_616243	17094	19215	281.2	163
EOG09360NGB	Complete	SEQ_620071	125604	130950	345.3	204
EOG09360NK5	Complete	SEQ_614453	83626	85049	232.5	133
EOG09360NKM	Duplicated	SEQ_615101	23652	25356	349.8	162
EOG09360NKM	Duplicated	SEQ_619690	4966	6913	348.3	162
EOG09360NKX	Complete	SEQ_611282	641	3205	306.1	167
EOG09360NM4	Complete	SEQ_600868	33893	38035	271.4	182
EOG09360NN2	Complete	SEQ_621053	1	3517	281.4	166
EOG09360NNQ	Complete	SEQ_587170	32760	34564	471.8	234
EOG09360NP8	Complete	SEQ_589773	25806	28052	261.6	245
EOG09360NQL	Complete	SEQ_600605	8721	9891	444.0	235
EOG09360NR1	Complete	SEQ_615607	28811	30084	256.9	161
EOG09360NSW	Complete	SEQ_595430	2326	5020	348.3	164
EOG09360NTO	Complete	SEQ_616269	18857	20030	290.2	149
EOG09360NTY	Complete	SEQ_593114	33615	34867	238.2	153
EOG09360NUJ	Complete	SEQ_614454	21421	24995	207.5	219
EOG09360NY1	Complete	SEQ_608167	58703	60507	359.4	184
EOG09360NZY	Fragmented	SEQ_613000	102	1642	232.4	127
EOG09360O09	Complete	SEQ_621598	556	6805	278.5	212
EOG09360O0R	Duplicated	SEQ_585047	66458	68336	202.1	132
EOG09360O0R	Duplicated	SEQ_597141	13776	14732	212.0	130
EOG09360O2N	Duplicated	SEQ_597846	2075	4631	160.3	66
EOG09360O2N	Duplicated	SEQ_618993	3515	7051	161.0	66
EOG09360O4B	Duplicated	SEQ_600222	855	3581	380.6	216
EOG09360O4B	Duplicated	SEQ_601781	1	2421	380.1	215
EOG09360O4B	Duplicated	SEQ_601782	6546	9000	379.9	215
EOG09360O6Q	Complete	SEQ_611968	37598	38730	280.2	165
EOG09360O8P	Complete	SEQ_607865	28639	32536	242.9	156
EOG09360O92	Complete	SEQ_620040	64703	68045	297.9	180
EOG09360OA3	Duplicated	SEQ_587850	3736	13810	293.8	164
EOG09360OA3	Duplicated	SEQ_616343	42844	48150	298.0	164
EOG09360OBH	Complete	SEQ_618953	47330	49709	168.4	148
EOG09360OBR	Complete	SEQ_597527	1669	4101	309.8	174
EOG09360OC8	Complete	SEQ_594361	2096	3954	436.8	215
EOG09360OD6	Complete	SEQ_595440	13166	15186	287.1	188
EOG09360OGZ	Duplicated	SEQ_602011	6006	8010	255.6	144
EOG09360OGZ	Duplicated	SEQ_622694	34195	40887	234.7	145
EOG09360OHU	Complete	SEQ_595985	11806	12821	300.5	166
EOG09360OIY	Complete	SEQ_586978	52499	54965	276.4	154
EOG09360OJ7	Complete	SEQ_609333	59071	63040	326.8	174
EOG09360OLE	Complete	SEQ_616192	2656	4041	310.6	188
EOG09360ONA	Complete	SEQ_605925	15653	18646	304.3	152
EOG09360OQ1	Complete	SEQ_617400	220376	221919	235.4	161
EOG09360OQ4	Complete	SEQ_611846	2466	4042	207.5	109
EOG09360OS0	Missing
EOG09360OS5	Complete	SEQ_586189	2306	6744	251.9	143
EOG09360OT3	Complete	SEQ_585236	28113	30746	253.5	161
EOG09360OTB	Complete	SEQ_600038	12346	15240	278.7	143
EOG09360OW8	Complete	SEQ_592074	2346	5733	361.7	208
EOG09360OWV	Complete	SEQ_613928	13551	14831	212.0	116
EOG09360P08	Missing
EOG09360P0D	Complete	SEQ_615841	19595	24180	253.8	198
EOG09360P3V	Complete	SEQ_622724	55746	57460	273.3	161
EOG09360P5M	Complete	SEQ_604399	35924	38725	305.8	168
EOG09360P6I	Duplicated	SEQ_578695	10270	14511	192.1	145
EOG09360P6I	Duplicated	SEQ_586597	28028	29735	183.2	129
EOG09360P6I	Duplicated	SEQ_612668	5571	6731	181.1	112
EOG09360P82	Complete	SEQ_617278	4677	15131	160.4	209
EOG09360PA0	Complete	SEQ_622900	33098	36172	239.4	143
EOG09360PFL	Complete	SEQ_621270	12121	13061	196.4	158
EOG09360PG1	Complete	SEQ_612982	2837	4671	302.7	148
EOG09360PGO	Complete	SEQ_622453	56762	57986	216.6	139
EOG09360PHQ	Fragmented	SEQ_594234	1	1269	130.7	93
EOG09360PKV	Complete	SEQ_613954	40802	43429	297.5	205
EOG09360PLI	Missing
EOG09360PLN	Missing
EOG09360PMV	Complete	SEQ_608052	123538	126868	265.7	151
EOG09360POQ	Complete	SEQ_618916	43838	47605	217.6	150
EOG09360PQE	Complete	SEQ_617270	1056	5253	183.3	122
EOG09360PQR	Complete	SEQ_618085	9166	14915	320.8	207
EOG09360PRE	Complete	SEQ_610395	23513	24829	196.5	138
EOG09360PV7	Complete	SEQ_614100	5220	11291	230.9	294
EOG09360PWB	Complete	SEQ_617198	249835	253659	274.7	158
EOG09360PZZ	Complete	SEQ_620399	566	1540	341.7	171
EOG09360Q05	Complete	SEQ_622858	13963	15484	247.1	127
EOG09360Q0V	Complete	SEQ_581122	7076	10123	262.2	182
EOG09360Q2G	Complete	SEQ_611470	5126	7582	93.8	87
EOG09360Q7Y	Complete	SEQ_621789	24495	26618	132.3	102
EOG09360QB9	Complete	SEQ_614802	59246	61723	351.0	167
EOG09360QE3	Complete	SEQ_607869	13466	16614	95.7	114
EOG09360QEX	Complete	SEQ_608019	30264	33106	249.8	137
EOG09360QFC	Complete	SEQ_615943	23540	26208	252.1	131
EOG09360QGD	Complete	SEQ_619253	50737	54408	274.6	217
EOG09360QHJ	Duplicated	SEQ_618944	23289	28708	321.4	188
EOG09360QHJ	Duplicated	SEQ_620305	8276	11221	326.6	188
EOG09360QIM	Complete	SEQ_615150	28785	31731	203.2	113
EOG09360QMN	Complete	SEQ_574313	215	1791	192.6	102
EOG09360QMO	Complete	SEQ_618727	59104	62446	444.5	252
EOG09360QNQ	Complete	SEQ_615445	15774	18402	266.7	129
EOG09360QPR	Complete	SEQ_592650	1516	4217	307.3	163
EOG09360QQP	Complete	SEQ_605386	14011	17729	157.0	99
EOG09360QS9	Complete	SEQ_611968	27975	30205	223.6	110
EOG09360QVA	Duplicated	SEQ_596687	7132	11591	230.0	164
EOG09360QVA	Duplicated	SEQ_604980	17159	24267	227.4	114
EOG09360QVA	Duplicated	SEQ_618996	35589	39679	235.4	144
EOG09360QWS	Duplicated	SEQ_604048	3082	9351	260.5	135
EOG09360QWS	Duplicated	SEQ_606398	16406	20155	271.7	135
EOG09360QXX	Complete	SEQ_621581	3227	4531	117.9	100
EOG09360R2K	Complete	SEQ_615875	14114	16701	276.3	168
EOG09360R4F	Complete	SEQ_584220	22123	25119	406.2	235
EOG09360R4Q	Complete	SEQ_621911	29752	33972	249.6	145
EOG09360R4S	Complete	SEQ_622915	33373	35624	288.2	162
EOG09360R5H	Complete	SEQ_609480	13126	16237	153.7	120
EOG09360R94	Complete	SEQ_608311	22542	25431	245.4	255
EOG09360RCD	Complete	SEQ_588348	18762	20835	215.9	120
EOG09360RFB	Missing
EOG09360RFQ	Complete	SEQ_604933	42678	45604	79.1	74
EOG09360RHO	Complete	SEQ_618721	32338	33690	260.0	161
EOG09360RLS	Complete	SEQ_615339	5046	13461	270.0	149
EOG09360ROA	Complete	SEQ_610121	17631	22445	161.2	100
EOG09360ROY	Complete	SEQ_615530	27877	31065	164.6	101
EOG09360RQP	Complete	SEQ_616869	6276	10521	276.5	163
EOG09360RRZ	Complete	SEQ_616743	16625	19710	148.8	93
EOG09360RS5	Complete	SEQ_580256	376	3131	198.1	132
EOG09360RTI	Complete	SEQ_615460	26268	27929	169.9	91
EOG09360S1U	Complete	SEQ_612357	12246	13196	204.2	116
EOG09360S1W	Complete	SEQ_580035	18015	19958	173.0	102
EOG09360S6Z	Complete	SEQ_617957	27152	29368	202.2	112
EOG09360S81	Complete	SEQ_608373	23225	25370	230.0	119
EOG09360S90	Complete	SEQ_618547	18391	21174	171.5	94
EOG09360S9M	Complete	SEQ_594089	29792	30664	195.3	139
EOG09360S9S	Duplicated	SEQ_582206	18593	21850	220.3	119
EOG09360S9S	Duplicated	SEQ_588203	41684	45644	247.8	121
EOG09360SAC	Complete	SEQ_616353	61658	64283	228.4	112
EOG09360SCW	Complete	SEQ_606820	28235	29634	194.4	111
EOG09360SHF	Complete	SEQ_584659	14330	20315	164.2	183
EOG09360SKX	Complete	SEQ_616588	44270	45167	194.9	107
EOG09360SL9	Complete	SEQ_614648	84445	88579	222.3	153
EOG09360SLX	Complete	SEQ_602983	33250	35667	349.5	190
EOG09360SMB	Complete	SEQ_609186	10906	11731	146.1	101
EOG09360SN1	Missing
EOG09360SS7	Complete	SEQ_580786	38424	42074	241.5	123
EOG09360SUH	Complete	SEQ_589438	24271	30716	141.1	102
EOG09360SVQ	Complete	SEQ_560607	8835	10371	167.7	103
EOG09360T01	Complete	SEQ_612059	6267	8651	164.1	96
EOG09360T1O	Complete	SEQ_614996	11586	16300	177.1	100
EOG09360T3L	Missing
EOG09360T7J	Missing
EOG09360TA9	Complete	SEQ_606791	17316	18930	154.4	88
EOG09360TCV	Complete	SEQ_619978	2158	3381	208.7	116
EOG09360TDR	Complete	SEQ_606981	37142	38291	141.6	88
EOG09360TEN	Complete	SEQ_622413	7099	8621	218.9	164
EOG09360TJE	Complete	SEQ_607015	26635	27429	183.2	103
EOG09360TJO	Complete	SEQ_614461	55840	56454	229.7	130
EOG09360TLB	Missing
EOG09360TLR	Fragmented	SEQ_585612	27422	28082	176.7	116
EOG09360TMO	Complete	SEQ_620732	18588	20318	252.4	127
EOG09360TUC	Complete	SEQ_594641	896	2311	205.8	109
EOG09360TV2	Missing
EOG09360TWW	Complete	SEQ_601374	1507	4101	205.3	241
EOG09360TXX	Complete	SEQ_608508	4466	7531	207.3	109
EOG09360TYW	Complete	SEQ_614048	10580	15331	150.7	102
EOG09360TZB	Complete	SEQ_615644	6276	8499	82.1	44
EOG09360U1R	Complete	SEQ_585822	60992	64171	191.0	111
EOG09360U3T	Missing
EOG09360UCM	Complete	SEQ_611302	14105	15095	168.4	103
EOG09360UCN	Complete	SEQ_593270	16154	18831	153.2	85
EOG09360UGG	Complete	SEQ_621702	95460	96996	235.6	116
EOG09360UH0	Complete	SEQ_588680	6426	7492	133.4	90
EOG09360UKB	Complete	SEQ_609938	4836	8371	192.5	149
EOG09360ULO	Complete	SEQ_594089	36785	37463	151.3	127
EOG09360UMZ	Missing
EOG09360UX0	Duplicated	SEQ_603640	31885	36579	112.2	64
EOG09360UX0	Duplicated	SEQ_621700	114513	116754	113.2	64
EOG09360UZA	Complete	SEQ_617793	21366	22628	211.0	118
EOG09360V3N	Complete	SEQ_614577	6915	9981	320.1	187
EOG09360VCN	Missing
EOG09360VIC	Complete	SEQ_607893	12025	20621	148.6	64
EOG09360W85	Complete	SEQ_620972	12806	13520	180.4	91
EOG09360WA9	Missing
EOG09360WAP	Duplicated	SEQ_613465	13198	17800	134.0	151
EOG09360WAP	Duplicated	SEQ_616132	16048	18779	156.0	151
EOG09360WJ9	Missing
EOG09360WK5	Complete	SEQ_589018	9206	10712	171.5	105
EOG09360WSA	Complete	SEQ_606528	21727	22022	103.5	54
EOG09360XE7	Complete	SEQ_595225	1017	3039	189.9	114
EOG09360XWE	Complete	SEQ_583889	46186	48244	128.8	63
EOG09360XXS	Missing
EOG09360XZ1	Duplicated	SEQ_608012	32458	32850	127.9	110
EOG09360XZ1	Duplicated	SEQ_609604	6993	7379	140.7	110
EOG09360Y81	Complete	SEQ_610641	86	926	161.9	83
EOG09360Y9G	Complete	SEQ_608918	12015	13701	158.5	75
EOG09360YQE	Complete	SEQ_619632	38909	41881	133.2	136
EOG09360YWZ	Complete	SEQ_622829	57864	59481	144.2	91
EOG09360ZQE	Complete	SEQ_595389	10742	11541	124.7	66
EOG09360ZQL	Duplicated	SEQ_593422	5486	6663	114.1	54
EOG09360ZQL	Duplicated	SEQ_616533	79809	82471	110.5	54
EOG09360ZSS	Complete	SEQ_592065	31995	33670	78.9	67
